Words,Frequency
pan-tropical,1
ecorestoration,3
(BA,1
6\xc2\xa0years,1
lessen,1
consequences.,1
"factors,",2
eolian,1
54%,1
Burial,1
compaction.,1
chain.,1
full,3
carbon.,1
toxicity,1
mixed-type,1
Informants,1
dominate,3
prospective,1
"satellites,",1
https://www.sciencedirect.com/science/article/pii/S0378874114001536,1
biodiversity-based,2
"sanctuary,",1
often,29
"unimodal,",1
80\xc2\xa0km.,1
"country,",1
'Contextual,1
Particular,1
understood.In,1
clouds.,2
substantial,6
occurrence,34
auriculiformes,2
action:,1
Cl\xe2\x88\x92.,1
sectors,3
years.',1
'Dry,1
Infiltration,1
oleifera,1
Scotch,4
scenarios.Graphical,1
Chalai,1
"(Beddard),",1
reconnaissance,1
systematic,1
"first,",1
warmer,1
(Open,1
(SBDART),1
https://www.sciencedirect.com/science/article/pii/S0006320709001621,1
levels.,3
vertebrate,3
morphotypes,1
Ecodevelopment'.,1
"73\xc2\xb045\xd7\xb3E,",1
BCA,2
SNS.',1
conceptual,2
sub-humid,1
wash-out,1
kleineren,3
values',1
https://www.sciencedirect.com/science/article/pii/S221330541830033X,1
normative,1
male:adult,1
88.91%,1
mechanisms,10
Cassia,2
"electricity,",2
\xce\xb1,1
(SG),1
programs;,1
Kyasanur,1
Increase,1
dry-season.,1
invoking,1
resistance.,1
short-lived,1
forecasting,1
Smectites,1
encounter,1
accessible,3
isolates,1
Elevated,2
Ethnographic,2
Flood,1
advent,1
(OEP),1
communities\xe2\x80\x99,1
(v),1
"dams,",1
achieved,6
trajectory,5
Tree,6
"anti-oxidant,",1
geochemical,2
"Evapotranspiration)),",1
119,1
following,16
0.20,1
mountains.AbstractThree,1
2011',1
whichstrongly,1
growth.\xe2\x80\xa2This,1
social-ecological,4
edge.,1
never,2
roles.,1
societies,2
Soligas,10
\xe2\x80\x98memory\xe2\x80\x99,2
region.Graphical,1
https://www.sciencedirect.com/science/article/pii/S0006320711003764,1
IRS,3
time).,1
epipedons,1
weathered,1
21st,6
choosing,1
credits,1
oleanoid,1
ALOS,3
engineers,1
C23,1
give,4
'Loukas,1
appliction,1
Remote,2
1979\xe2\x80\x931980.,1
current-day,1
high-input,1
Indus,1
"zones,",4
SOM,1
tree\xe2\x80\x93grassland,1
https://www.sciencedirect.com/science/article/pii/S0016703708002597,1
site.Highlights\xe2\x96\xba,1
ungulates,1
sex-biased,1
stressors,1
publications,1
grassland',1
herbivore,9
Fe\xe2\x80\x93Mg,1
"village,",2
\xe2\x80\x98cultural,1
semi,3
hydrogeology,1
pulse,1
rigor,1
couples,1
"(7-,",1
analysed,14
sensitivity,4
IRRs,3
millet,3
regard,3
(peak,1
"pressures,",3
occupational,1
indica,6
healing,1
Organic,2
Poor,1
gis,1
hydroelectric,1
"'Foragers,",1
overlooking,1
Nilgiri,23
"diameter,",2
PAN,7
correlation,23
well-documented,1
Coding(FBC),1
stocks,22
generation.\xe2\x80\xa2The,1
"stands,",1
skeletal,1
scrub/shrub,1
linear.,1
thunderstorms,7
Renewable,1
(IVS),2
substitute.,1
strikingly,1
(primary,3
achieved.',1
unclipped,1
"depletion,",1
months.,3
faced,1
sambar.,2
slum,1
"currently,",1
https://www.sciencedirect.com/science/article/pii/S0022169412008190,1
region.,18
(208KB)Download,1
clustering,1
drugs,3
prompted,1
(despite,1
rivers,2
touristes,1
(6.88\xe2\x80\xaf\xc2\xb1\xe2\x80\xaf1.56\xe2\x80\xaf\xce\xbcg\xe2\x80\xafm\xe2\x88\x923),1
uses,22
229,1
sprouting,2
points,5
Best,1
ethnopharmacology,1
regrowth,3
OM,2
38%,1
"Two,",1
consensus,5
55%,3
inhabited,1
Trivandrum,4
'AbstractLygodium,1
"timber,",2
Kutch,1
advocates,1
context-specific,2
contemporary,5
warm,5
infrastructure.,1
leaves,5
Associated,1
Fe-bearing,1
sets.,1
funds,3
"I),",1
back-calibration,1
abstractThis,1
interventions,11
Group,1
mixed-dipterocarp,1
residence,2
'AbstractOver,1
heavily,5
studied.,2
(CO,1
Experiences,1
goal.,1
recruitment,8
strong,24
sediments/boles,1
repr\xc3\xa9sente,1
vegetation-zones,1
Editor.,1
2006.,1
campaigns,1
16,4
stream,15
7-year,1
'Interactions,1
Indonesia.,1
linearly,3
Eutyphoeus,4
2030,1
affiliated,1
philosophy,1
'Prodyut',1
'AbstractThousands,1
practices;,1
examined.,1
process.\xe2\x80\xa2Hydroclimate,1
sites.\xe2\x80\xa2Moist,1
networking,1
builds,1
'History,1
https://www.sciencedirect.com/science/article/pii/S0378112711003598,1
"floors,",1
radiant,1
waste.,1
"1986,",1
York),1
'Emerging,1
them.Even,1
tropics.,5
degraded,32
cultivated,3
mixing,6
"respectively,",1
restoration.,4
looks,1
Poland',1
Mid-Holocene,1
levels\xe2\x80\xa2The,1
"2006,",2
plains,1
State-wise,1
partitioning,1
green,10
\xe2\x80\x9cBharangi\xe2\x80\x9d,1
delayed,1
Changes,1
"Kullu,",1
displacement,1
circumstances,2
"bamboo,",1
grassy,7
https://www.sciencedirect.com/science/article/pii/S1352231014008115,1
recognized,4
plot,5
coal,3
"Soligas,",1
6th,2
stove),1
edge',1
42.5\xc2\xa0\xc2\xb1\xc2\xa012.7,1
stimulated,4
added,5
complicated,2
management.AbstractSacred,1
investigates,1
(NDVI),1
combler,1
avenues,1
Lygodium,1
distinguishing,1
paragenesis,1
today's,1
calculates,1
purposes;,1
unprecedented,2
"Singapore,",1
(MT),1
"Favorably,",1
grid.,1
Optimum.',1
farmers,6
Tiger,6
areas',2
DF),1
"anti-asthmatic,",1
winter',1
near,7
vegetable,7
(15).,1
grassland:,1
"sedges,",1
phenomenon,1
"grasslands,",3
(p\xc2\xa0<\xc2\xa00.01),2
(MBL),1
(SP),1
clinical,2
Industrial,1
5th,1
exceeds,1
"resolutions.""",1
10.5%,1
tahr.,1
'Donald,1
isundergoing,1
https://www.sciencedirect.com/science/article/pii/0140670196801457,1
methodological,3
N-mineralization,1
municipalities,2
Odonata,1
glucose,1
"cutting,",1
grainsAbstractThe,1
2007-,2
"Thus,",4
dates,1
purposes.,4
(MRPL)).,1
dont,1
facilitate,5
36\xc2\xa0min,2
'Valuing,1
route,2
shoot,1
"populations,",1
exhibits,5
es,2
intensifies.,1
experiences,4
imageHighlights\xe2\x96\xba,2
uncanopied,1
return,4
actuelle,2
50%,2
indica.,1
Support,1
N\xc2\xa0=\xc2\xa059).,1
documented.,2
"Mn,",1
"households,",1
flora,9
minimun,1
'Can,1
(<5\xc2\xa0km),1
ants,2
unmitigated,1
20%,4
'Highlights\xe2\x80\xa2Association,1
trace,6
volumes,1
"earthquake,",1
gastro-intestinal,2
'Population,1
midribs,1
Agro-ecological,1
'AnalysisThe,2
island's,1
1.25\xc2\xa0ha\xe2\x88\x921,1
'Mercy',1
methodsAll,1
circulation,3
(Ebenaceae,1
(2),12
maghemite,2
(20%,1
Pumpwell,1
(central,1
"vegetation,",12
Trans,1
"1985,",1
premises,1
(saprolite),1
forests.,26
"5840\xe2\x80\x934380\xc2\xa0BP,",1
multi-proxy,1
sciences.,1
wound,1
Novak',1
11;,1
TC,1
warrants,2
length,2
column.,1
observatories,1
"Kangra,",1
performs,2
"lowland,",1
"13.5%,",1
calculated,8
By,3
SO42\xc2\xa0\xe2\x88\x92,1
fossil,13
"used,",2
PK,1
L.',3
ecological),2
mechanical,2
(\xcf\x87lf),1
indicators.\xe2\x80\xa2Inherent,2
possessed,1
smectite/kaolinite,1
groups.,3
aversion,1
savannah,1
39,1
improvements,3
fires.AbstractA,1
investigate,3
nm),1
week,1
edible,3
ahead.AbstractEcosystem,1
District,5
"2013,",1
induces,1
estimates,22
35\xc2\xb1,1
hydrologic,13
Mycological,1
resistance,3
rich,8
"mm),",1
fruiting,1
(2321,1
Monitor,1
'AbstractUrbanization,1
unknown,1
"dioecious,",1
'96/05485,1
Anamalai-Parambikulam,1
floristics,2
Cynodon,1
(due,1
value-added,1
30%,3
Comparisons,1
removal,4
Cretaceous\xe2\x80\x93Tertiary,1
https://www.sciencedirect.com/science/article/pii/S0264837709000738,1
wash,1
penetrates,1
conserving,7
propose,9
"campaign,",1
(ZOI),1
establish,9
sub-continent.',1
Forests,3
Imaging,4
(AAE),1
"living.""",1
trees\xe2\x80\x99.,1
coincides,1
yet,7
compost,1
rule,1
Form,2
huge,2
Naseema',1
February,7
10-fold,1
(Mt),2
(295KB)Download,1
desertification,1
ethnobotany.ConclusionThe,1
1-year,1
trnL,1
extent.,1
slopes,2
displayed,2
Detection/non-detection,1
countries.,6
fueled,2
"\xe2\x89\xa510\xc2\xa0cm,",1
Ca-HCO3,1
Elevation,1
trait-based,3
equitable,1
disincentive,1
https://www.sciencedirect.com/science/article/pii/S1877343516300082,1
groundstory,1
TM,1
"67,184",1
(Celtis,1
dermatological,3
"landscapes,",4
"iconography,",1
allocation,5
"Konkan,",1
(46%),1
deficiencies,1
oxygenated,2
reported,20
environmentally,1
soil.,2
bulk,3
destroy,1
reserves\xe2\x80\x94as,1
India',75
Within,1
strategy,15
causal,3
decades.\xe2\x80\xa2Spatial,1
uninterrupted,1
feedstock,1
mountains.,1
work,8
"Asia,",7
https://www.sciencedirect.com/science/article/pii/S0006320715001615,1
reptiles,4
"Rhizobium,",1
integrate,1
"bands,",1
Minimum,1
clonal,1
pasture,3
lands.,2
"documented,",1
(IRMDSS),1
"Pseudomonas,",1
gynecological,2
widespread,8
explore,4
context,16
aerosol-laden,1
"services,",5
inappropriate,1
reinforced,2
higher,63
32,4
amount,9
carcinomas.,1
"40%)),",1
Idiops,2
America:,1
accelerating,1
'Barry,1
borne,1
5.25,1
human,78
ineffective,1
phytoliths,8
Biofuels,1
phytotherapy,2
commodity,1
paradigm,2
pedological,1
mechanism).,1
original,5
witnessed,3
speaks,1
"view,",2
"salts,",1
interaction,8
hinges,1
concurrently,3
AERONET,2
https://www.sciencedirect.com/science/article/pii/S0031405604702085,1
inventory,4
"evergreen,",3
"components,",1
grain,10
parameters.,1
74,3
waterways,1
41,2
"9.2,",1
'Laurent',1
gas,13
Identification/classification,1
announced,1
situ.,1
spatio-temporal,6
conflicts,10
proto-estuarine,1
satellite,25
(indicated,1
(perennial),1
attributed,17
spinigera,1
13.1\xc2\xa0\xc2\xb1\xc2\xa00.5,1
relating,6
ZOIs,1
farmer,1
Phytomanagement,1
context',1
540\xe2\x80\x93410\xc2\xa0cal,1
315,1
1:,1
eco-physiological,1
surveys,11
detrital,3
"Therefore,",4
\xe2\x88\x9227.82\xc2\xa0\xc2\xb1\xc2\xa00.38\xe2\x80\xb0,1
scale.AbstractMany,1
firewood,2
operation,1
analysis;,1
fell,1
analyses.,1
Commensurate,2
Ecological,3
"urgent,",1
https://www.sciencedirect.com/science/article/pii/B9780127447704500664,1
'Coastal,1
(A2),1
traditions,1
pulmonary,1
Sylhet,1
Arecaceae,1
non-government,1
"Karnataka,",8
'AbstractMonitoring,2
tourists,1
Netherlands.AbstractProtected,1
diesel),1
'Anish,1
(macrofauna,1
24%,2
Differences,1
resampling,1
modifications,1
mineral,8
carbohydrate,2
worm,1
https://www.sciencedirect.com/science/article/pii/S0960982209006733,1
oak-based,1
2017,2
"relocation,",1
vertically,4
"Conversely,",1
organizations.Rapidly,1
"minerals,",1
density.,4
dominated.,1
trophic,1
arrests,1
grass,15
flexible,1
eventually,1
Kanha\xe2\x80\x99s,1
"regularly,",1
(28.5,1
(vol.),2
Haplorthox),1
AGB\xc2\xa0<\xc2\xa0100\xc2\xa0Mg\xc2\xa0ha\xe2\x88\x92\xc2\xa01,1
"habitat,",1
48/2',1
"result,",1
fundamental,4
expands,1
biomasses,1
reported.,1
climatological,1
drastically,1
synergies,2
log,1
decadal,2
categorize,1
databases,1
https://www.sciencedirect.com/science/article/pii/S1364682609002016,1
Precipitation,4
embarking,1
LULC,5
2014\xe2\x80\x932015.,1
1994),1
Although,12
Cd,1
accessions,2
waste,3
1993.,1
findings,11
techno-fixes,1
assets.,3
(RCPs),1
2008.Soil,1
ever,1
another.,1
ha),3
Predicting,1
(modelled,1
~\xc2\xa040%,1
foregone,1
road',1
"areas,",10
type.',1
guideline,2
trigger,1
https://www.sciencedirect.com/science/article/pii/S2212609015000102,1
diversification.,1
"5,995",1
land\xe2\x80\x94pyrrhic,1
Yet,2
severed.,1
"accuracies,",1
transplanted,1
sufficient.\xe2\x80\xa2It,1
awareness,3
vermicomposting.\xe2\x80\xa2Most,1
Untersuchung,1
lightly,1
livestock,13
technical,3
C.\xc2\xa0tora,3
"8.41%,",1
"deficit,",1
conflict,10
world-wide,2
brackish,1
Adult,1
"calcium,",1
class.,3
strictly,3
known,17
\xc3\xa0,5
falls,2
"(A.K),",1
Sen,1
endemic,10
ratio,12
same,20
remedy,1
(COE),1
events,7
"'Poverty,",1
https://www.sciencedirect.com/science/article/pii/S0378112704004335,1
traced,1
alleviation,1
system\xe2\x80\xa2Need,1
annum.\xe2\x80\xa2Per,1
1930\xe2\x80\x931975,2
Mn,1
"34,061\xc2\xa0km2.",1
Moderate,3
mostly,9
B1.,2
air,10
Reserve.,1
"for,",1
play,18
protection.',1
"when,",1
sulphate,1
"evident,",1
neo-formation,1
"Pubmed,",1
identified,27
https://www.sciencedirect.com/science/article/pii/0140670196801536,1
"establishment,",2
officially,2
antioxidant,1
Difference,1
overfishing,1
203\xe2\x80\x932294.\xe2\x80\xa2Added,1
conyzoides,1
"throughfall,",1
thematic,1
breathing,1
recessions,1
GCPs.\xe2\x80\xa2100,1
interflow,2
Number,1
endophyte.,1
arriving,4
Tahr),1
resource-,1
parameter,1
"Ca2+,",1
4368.03\xc2\xa0TgC.\xe2\x80\xa2Mean,1
likely,21
against,13
preferably,1
2.1,1
soon,1
9450,1
fertilisers,1
"(CA),",1
frequently,4
Serratia.,1
Champion,1
Twin,1
anther,1
10%,6
"too,",1
geogenic,1
guide,4
(ANPP),1
identified.\xe2\x80\xa2We,1
litterfall.,1
rainfall\xe2\x80\x93streamflow,1
(Disturbed,1
so,12
CCN,9
'M.F.',1
civil,1
majority,4
next,9
"stabilize,",1
'Diana',1
recommended,5
(48%).,1
judgment,2
Kort,1
Change\xe2\x80\x99s,1
decade.,3
https://www.sciencedirect.com/science/article/pii/S0034425706001209,1
products,24
CartograpHY).,1
warming.,1
"Bhutan,",2
"2030,",1
circles,1
Establishing,1
"drainage,",1
programme.\xe2\x80\xa2During,1
values.',1
regional-scale,1
Shoaib',1
orifice,5
"(Bruijnzeel,",2
'Manabendra,1
'Highlights\xe2\x80\xa2This,3
"ranked,",1
component,8
"Historically,",1
flowers,1
Kurtz.,2
Continued,1
layers.,1
un,1
access,5
"litter,",2
AE,4
activist,1
banks.,1
experiment,2
(40\xe2\x88\x92,1
grade-control,1
runoff,8
"45,000",1
"height,",1
Sea-breeze,1
Devi,1
'Exploring,1
Similipal,1
antidote,1
reference,6
vice-versa.,2
"fluxes,",2
signal,4
(NEE),1
clearly,4
relevanceMore,1
'Mangrove,1
https://www.sciencedirect.com/science/article/pii/S1040618213004394,1
environment.',1
promising,3
variability.,2
swiftly,1
terms,27
fiscal,1
urological,2
India's,7
fire.\xe2\x80\xa2Both,1
24\xe2\x80\x9326%,1
https://www.sciencedirect.com/science/article/pii/S0006320710000145,1
dinoflagellates,1
Mandi,1
edibles.,1
"suitable,",1
"cushions/polsters,",1
ruderal,2
(3.8%),1
"turbidity,",1
conspicuous,1
"Additionally,",2
1.10\xe2\x80\x931.40\xe2\x80\xb0,1
themes,1
working,5
"unexplored,",1
cascades,1
single-species,1
NPV,3
Thirty-seven,1
la,5
"stripping,",1
prepare,3
Coriandrum,1
educate,1
\xc3\x98\xc2\xa0=\xc2\xa00.28\xc2\xa0mm,2
0.956\xe2\x80\xaf\xc2\xb1\xe2\x80\xaf0.023,1
"savannas.""",1
'AbstractWorld\xe2\x80\x99s,1
soluble.,1
phytoremediation,1
planning.AbstractSpatially,1
radiative,7
est,1
\xce\xb2-diversity),1
(taxonomic,1
suggesting,12
contiguous,8
considered.,1
(10,1
"density,",8
(60,1
issues,13
Importance,1
opportunities,4
"CityZEN),",1
"equisetifolia,",1
disciplinary,3
just,5
Anisoptera,1
recommendations.',1
relates,1
hillslopes,1
d'\xc3\xa9vidence,1
"habitats,",2
equipment,1
ionic,4
overlying,1
'Tropical,2
plural,1
draws,1
overcome,3
InvestigationGroup,1
C,22
enter,1
"planting,",1
germination,2
ISBN:,1
genders,1
Gymnema,3
pine.\xe2\x80\xa2Legacy,1
(L.),4
(0.68%),1
prescription,1
considerable,9
Decision-making,1
maux,1
future.AbstractColonial,1
"up,",1
highlighted.AbstractBiomass,1
'Threat,1
environment.AbstractLubricants,1
transect,1
incidents,2
near-UV,2
head-water,1
Australia.,1
ferric,1
gro\xc3\x9fen,5
term.,2
joined,1
haemorrhagic,1
summaries,1
cited,1
evolving,3
Kronenbedeckung,2
(>3\xc2\xa0\xce\xbcm),1
safeguard,1
criticisms,1
region',1
nombreuses,1
Bhadra,4
1930s',1
listing,1
held,5
m\xe2\x88\x922).,3
symmetric,1
lessons-learned,1
"sub-continent,",1
droplet,1
signify,2
2009',1
"P2O5,",1
diagenesis.\xe2\x80\xa2The,1
ignorance,2
QF/P,2
"index,",12
10\xc2\xa0km2,1
qualitative,3
NRMP,1
(index,1
swamps,1
"1:250,000",1
watershed,21
(CO),3
willingness,1
(solar,1
achieving,5
60\xe2\x80\x9370%,1
Additive,1
cell,1
(body,1
Mangroves,1
"diversity,",15
estimated.,3
erosion,4
agro-ecosystems,3
revival,1
well-preserved,1
Score,2
libraries.,1
"debated,",1
https://www.sciencedirect.com/science/article/pii/S0378874109004917,1
years.\xe2\x80\xa2Small-scale,1
https://www.sciencedirect.com/science/article/pii/S0305750X05000951,1
(IRES),1
wavelengths,1
Wir,5
Holocene,15
South-west,1
well.,2
diameters',1
(villages),2
zoonotic,1
https://www.sciencedirect.com/science/article/pii/S2212041616300869,1
subclasses),1
differences.',1
Hanuman,1
hills,7
favoured,3
attention.AbstractClimate,1
religious,2
smallest,1
globalbiodiversity,1
every,3
inform,3
protects,1
sensors,3
"""Highlights\xe2\x80\xa2Well-defined",1
end,6
ist,1
noticeable,2
"available.""",1
"fern-land,",1
imply,2
"(Michaelsen),",1
actively,2
coincidence,1
diagrams,1
females),1
ability,4
politics,1
shifts,4
periods.,2
beds.\xe2\x80\xa2The,1
unsuitable,1
2003\xe2\x80\x9304,1
niche,3
bio-lubricant,1
stability.,1
uses.',1
bioenergy,7
'96/05471,1
artisans,1
(IGB),1
'Preet,1
influences,5
"demonstrates,",1
'Highlights\xe2\x80\xa2Reversible,1
"(N,",1
phase,4
'96/05473,1
"total,",2
placing,1
gain),1
additionally,1
(P.,1
SPAs,1
Fine,1
uncovered,1
subsequent,6
50-ha,3
k\xc3\xb6nnen.,1
manner.,1
predation,1
1980s.,1
Others,1
Protection,2
programmes,2
indicator-based,1
annual,41
factored,1
\xe2\x88\x92,1
"Accordingly,",1
clues,1
disciplines.\xe2\x80\xa2ATREE's,1
'Giriraj',1
long-lasting,1
archives,4
'J.L.',1
smooth,1
Kekilla,2
cells.,1
"amsl),",2
(SRES),1
'C.R.',1
(B0,1
effective,24
QD,1
78,1
DC.),1
product.,1
substantive,2
transformations,2
radiated,1
acceptable,1
'Satellite,1
"(ATREE),",2
RCP8.5),1
tourism,4
single,11
lake.,1
sequestration,5
"intensification,",1
"grow,",1
limited,14
CMIP5-based,1
'AbstractCoastal,1
durch,1
similarly,2
MACC,2
\xe2\x80\x98forested\xe2\x80\x99,1
years.,7
Bioindicators,1
decoded.,1
suggested.',2
'ReviewSustainability,1
"community,",2
responses,7
planting,4
digital,1
"cereals,",1
frequencies.\xe2\x80\xa2Low,1
application,14
respiration,1
combines,1
period.AbstractThe,1
"stamens,",1
(~\xc2\xa03100,1
dark,1
15\xc2\xa0000\xc2\xa0km2,1
mosses,3
chromatography\xe2\x80\x93mass,1
translate,1
\xe2\x80\x98non-timber,1
interaction.AbstractClimate,1
0.83,2
Asia.Highlights\xe2\x96\xba,1
does,1
texture,1
extremes,1
generates,1
saves,1
'M.',7
L,1
thickening,3
bushes/shrubs,1
balance,8
2008)),1
geomorphic,3
Resolution,1
direction.,1
Characterization,2
gazetting,2
https://www.sciencedirect.com/science/article/pii/S0367326X13002621,1
0.95;,1
"But,",3
phenolics,2
promotes,2
"kind,",1
unsustainably,1
promoting,6
https://www.sciencedirect.com/science/article/pii/S1110982317302132,1
plastid,2
autumn,1
lichens,1
Tertiary,1
Uttaranchal,1
ethnographic,2
concur,1
"35,",1
'Cumulative,4
late,8
"""Highlights\xe2\x80\xa2Multi-proxy",1
'AbstractGlobal,1
Himalaya,5
'Highlights\xe2\x80\xa2Simulated,1
framework,17
Himalayas,6
"exposure,",1
"Mg,",2
abandonment,5
trees.,8
corridors.,1
constrained,3
(44.4,1
"scale,",4
"Vulnerable,",1
storage\xe2\x80\xa2Lack,1
difficulties,3
conclusion,1
"P-,",1
retrieving,1
Siddis,3
channel.,1
colour,3
"pain,",2
"generated,",1
sample,11
\xcf\x84p),1
height),2
prey,1
r2\xc2\xa0=\xc2\xa00.95,1
movements.Highlights\xe2\x96\xba,1
gypsum,3
"schemes,",1
"(JFM),",1
twenty-five,1
1860,1
directions,1
Nino-Southern,1
Ayurvedic,6
arms,1
"auriculiformes,",1
(modified),1
excluded,2
period,23
motor,2
"change.\xe2\x80\xa2Overall,",1
preferences,5
ERA-Interim,1
critical.Declining,1
0,1
April\xe2\x80\x93May.,1
diarrhoea,1
approach',3
Linear,3
industries,1
infrastructural,1
assembling,1
consumes,1
Ore,1
lead,11
'Marie-H\xc3\xa9l\xc3\xa8ne',1
Lanka.,6
pioneering,1
"investigated,",1
do,10
Assuming,1
platform,1
villages.\xe2\x80\xa2Hazard,1
"diagram,",1
chosen,1
vulnerability.We,1
'AbstractAs,2
mixed,14
automata,1
"(NF),",2
Deviations,1
"(78.9%),",1
(Central,1
invitation,1
nature,14
BC;,1
webs',1
https://www.sciencedirect.com/science/article/pii/S0264817214001317,1
particularly,16
China',1
burials,2
acquired,1
compartment,1
existing,22
Enhancing,2
dispersal,9
angiospermous,1
seedlings,5
'Highlights\xe2\x80\xa2Altitude,1
imminent,1
Index),1
threats.',1
"goods,",2
ladder,2
"Monsoon,",1
weekday-weekend,2
altitude,12
16\xc2\xa0h,1
(one,2
reasons,2
constraints,2
150,1
"(CMIP5),",1
insular,1
biogeography,1
Maya,1
strengthening,1
Pradesh,7
sea-breeze,4
succeeded,1
64355\xc2\xa0Ha,1
Park),2
Plantations,1
"Unfortunately,",1
stability,1
dry-season,3
member,1
'Distribution,1
skin,2
portends,1
environment.,8
definite,1
fait,1
teaching,1
region.AbstractPM10,1
stand),1
(RH),1
"date,",1
"human,",1
>\xc2\xa095%.,1
tool,11
drawbacks.,1
intact,15
edaphological,1
tree,102
ERA,1
reappraisal,1
REDD+\xc2\xa0scheme.,1
articleGrowth,1
altitudinal,4
Protected,4
With,6
'Opposite,1
(AHP),1
significance,3
https://www.sciencedirect.com/science/article/pii/S1110982316300400,1
"remote,",1
2050,4
"context,",2
"system,",1
introducing,1
https://www.sciencedirect.com/science/article/pii/S1462901198000033,1
12.5%,1
ethics,1
43,1
Kotta,1
https://www.sciencedirect.com/science/article/pii/S0006320714002961,1
upper,5
Mass,1
data-based,1
"needs,",1
"palms,",1
entered,1
polycyclic,1
"MeHg,",3
type-1,1
https://www.sciencedirect.com/science/article/pii/S1550830710001783,1
traditionally,4
eriophyid,1
biodiversity.',3
"characteristics,",1
Applications,1
hydrous\xe2\x80\x93anhydrous,1
auch,1
prime,2
"possible),",1
dealt,1
https://www.sciencedirect.com/science/article/pii/S0016703709002531,1
progression,1
respectively,8
ASi,2
(15\xe2\x80\x9340%),1
Aus,1
jaundice,3
https://www.sciencedirect.com/science/article/pii/S1049964403000549,1
(ICF),2
newly,1
pathways.The,1
truth,1
data.',2
ongoing,6
\xe2\x80\x98future,2
thousand,8
impaired,1
connection,1
All,8
"prioritization,",1
tier,1
"problem,",1
degree,15
"principles,",1
Rhinoceros,1
natural,80
emblica,6
generated,12
codes,3
'Jeffrey',1
Ganges,3
riparian/mixed,1
cajana).,1
methodsThe,2
profile,5
pedons,1
"compartments,",2
Gowlis.',1
\xc3\xaatre,1
subjective,1
identification,8
Northern,1
144,1
"(AC-Ahmednagar),",1
'96/05480,1
1191.55\xc2\xa0TgC,1
challenging,2
generation,16
70%,2
(Dhamapur\xe2\x80\x93Hadi),1
hundreds,1
occupies,1
control.\xe2\x80\xa2Forest,1
au\xc3\x9ferdem,1
moniligastrid,1
December,3
(two,2
Saroja',1
eutrophication).,1
nationwide,1
sombric-like,3
60,1
singly,1
Persian,1
benefits'),1
reafforestation,1
"dry,",1
incurred,3
'AbstractInvasion,1
"retained,",1
additive,1
(PMF),1
https://www.sciencedirect.com/science/article/pii/S0378112704008187,1
r\xc2\xa0=\xc2\xa00.68),1
Rare,1
agriculture.\xe2\x80\xa2Other,1
cover.,5
approach.,4
antifertility,1
'Macrofauna,1
relationships,14
"climate,",2
aliphatic,1
Indigenous,1
Component,1
Government,4
weather,1
areassociated,1
motivational,1
"days,",2
invasion.\xe2\x80\xa2Study,1
2013.,10
customized,2
floors,1
Tropics\xe2\x80\x94Properties,1
fragments,13
ferrihydrite,1
feasibility,2
indicating,20
governing:,1
(for,1
analyses.ResultsEighty-five,1
"2.6,",1
(average,1
polluted,7
MBC,1
coastal,26
accounting,3
leafless,1
array,1
biotic,12
redefined:,1
social,30
India.\xe2\x80\xa2Future,1
street,1
decisions,3
Nilgiritragus,1
pigeon,1
(0.06%),1
wet,19
super-saturation,1
Mineral,2
limestone,1
Fe,1
https://www.sciencedirect.com/science/article/pii/S0378112797805683,1
Forest,31
predators.,1
multi-criteria,1
questions,4
illustrate,3
10-ha,1
3.3\xc2\xa0year,1
instruments,2
needs,16
"Ethiopia,",1
https://www.sciencedirect.com/science/article/pii/S1226861517300353,1
yield.,1
combine,2
severity,1
currents.,1
millets,1
<2.5\xc2\xa0\xce\xbcm),1
French,1
(P\xc2\xa0<\xc2\xa00.01),3
plots.AbstractIn,1
lowland,10
diazotrophs,2
SEW,1
structure,37
complementarity,3
"assembled,",1
safe,7
Cr,1
"differences,",2
seed.Highlights\xe2\x96\xba,1
specifically,2
Secular,1
areas.\xe2\x80\xa2Changes,1
remain.,1
brick,1
Sothern,1
"(BC),",1
https://www.sciencedirect.com/science/article/pii/S2212096315000297,1
'Rajendra,1
satisfactorily,1
rainfed,4
Caribbean,6
"n\xc2\xa0=\xc2\xa0139),",1
hybrid,5
biogeographic,5
thunderstorms.\xe2\x80\xa2Observations,1
drier,3
As-bearing,1
\xe2\x88\xbc25\xe2\x80\x9330\xc2\xa0years,1
suit,2
3000,1
true?',1
domination.,1
Ghats',5
sedentary,3
"""AbstractThis",1
indicators.,1
ghats,1
12\xc2\xa0h,1
"S.E.,",1
materials,1
(AE-33),1
(Above,1
robust,1
'Climate,2
past.',1
"spatial,",4
3\xc2\xa0m\xc2\xa0msl),1
occasions,1
400,1
crises,1
"wood,",2
texts,1
https://www.sciencedirect.com/science/article/pii/S0169809516303908,1
yielded,4
dynamics.AbstractEconomic,1
organised,1
Access,1
Honnavar,1
blackbuck).,1
CO2,6
methods,15
gains,3
remaining.,1
ratio.,1
pesticides,1
compared,61
parallel,2
evolved,6
aggregation,2
ways,10
proportional,1
principal,4
exclude,1
firing,3
pourtant,1
Rock,1
skewed,3
contributing,7
take,7
inflammation,1
\xe2\x88\x920.41\xc2\xa0\xc2\xb1\xc2\xa00.18%\xc2\xa0yr\xe2\x88\x921,1
"(0.33),",1
chain,1
rodent,2
Nyishi,2
modeling.,1
worldwide.,1
region.',3
"3.91%,",1
Zaman',1
100,6
