Words,Frequency
becomes,6
"Forest,",5
bear,5
old-growth,11
Few,4
territory,19
bias,6
Amazon.,14
territories,7
spot-mapping,1
rectangular,1
40-ha,1
384-ha,1
semideciduous,1
Minas,3
"Gerais,",1
260,2
insectivorous,6
2.4,2
"ha,",2
7.5,1
ha.,4
21.7,1
pairs/100,1
2.5,1
72.5,1
pairs.,2
"smaller,",2
"higher,",2
congeneric,3
non-exclusive,1
hypotheses:,2
and;,1
"compensation,",1
competitor,1
Accipitriformes,1
plays,7
state-of-the-art,1
1995.,2
Accipitridae,4
define,12
440,1
publications,10
1995,1
Tere,1
persistent,5
"scarcity,",2
"absence,",2
nests,15
ten.,1
gap,12
hawks.,1
66%,2
disproportionately,3
scarcity,7
persists.,1
noted,6
citizen,3
science,24
digital,2
signifcantly,1
literature.,7
created,12
Group,9
(great,1
threat):,1
Leptodon,2
"forbesi,",1
Cryptoleucopteryx,1
"plumbea,",1
Buteogallus,9
lacernulatus;,1
II,9
(breeding,2
"increased,",9
high):,1
Spizaetus,2
"isidori,",1
Accipiter,4
"gundlachi,",1
"coronatus,",2
Pseudastur,2
Buteo,5
ventralis;,1
III,3
information):,1
"poliogaster,",1
"collaris,",1
"aequinoctialis,",1
polionotus;,1
IV,1
(other,1
cases):,1
"ridgwayi,",1
"galapagoensis,",1
(Morphnus,2
"guianensis,",1
Harpia,1
"harpyja,",1
ornatus,1
"solitarius),",1
"cayanensis,",1
"superciliosus,",1
"schistaceus,",1
Leucopternis,7
hawks,1
(L.,2
"semiplumbeus,",1
melanops,2
kuhli).,1
novel,22
manners,1
responding,3
changes.',5
"abiotic,",1
"historical,",4
74,3
"life-form,",1
"type,",12
"mode,",3
type.,5
192,2
"grid,",1
grids,1
occupied,6
calculated,17
site.At,1
Range-size,1
agglomeration,1
Epiphytes,2
geographically,9
isolated.,1
(large,1
ranges),1
saxicolous,2
(small,1
ranges).,1
outweighed,1
berries,2
"ranges,",8
winddispersed,1
flight,15
appendages,3
wind-dispersed,1
(of,2
group),1
"dispersal,",7
ensuring,4
preventing,5
populations.',8
mass-extinction,1
underway,3
largely,36
centred,1
insofar,1
depleted,3
biome.,4
depletion,5
anything,2
uniform,9
identifies,3
a),3
exceptional,5
b),4
experiencing,8
unusually,7
depletion.,2
"""hotspot""",1
3.5,1
percent,25
34,6
(27,2
worldwide).,1
feature,9
700,2
more.,1
"Unfortunately,",5
90,8
shortly,3
"thereafter,",3
0.2,3
surface.,10
needs,14
greatestand,1
pay-off,2
safeguard,3
"greatest,",2
engage,5
systematised,2
challenge,12
largescale,1
extinctions,5
impending,5
'Northern,2
subareas:,1
Atacama,1
Desert,1
oases.,1
Different,4
obtain,7
subarea:,1
"puna,",1
"altiplano,",1
precordillera,1
highlands;,1
"desert,",2
oases,1
zone;,1
shores.,1
prehistoric,10
"times,",11
interconnected.,2
traditions,6
prehistory:,1
gathering,3
tradition,4
Chinchorro,2
Tradition,2
Altiplano,3
B.P.).,1
"mummification,",1
basin;,1
Pre-Tiwanaku,1
Tiwanaku,3
Inca,3
"developments,",1
circum-Titicaca,1
presented,50
ideas,10
research.',5
'An,8
appraisal,1
Paleogene,6
portrayed,1
interval.,1
initial,24
subsequent,25
Austral,3
counterparts.,1
"Conversely,",4
concurrent,5
"match,",1
"exceed,",1
north.,3
solely,8
immigrants,2
Possible,3
non-mammalian,1
explored.The,1
approximates,1
Annual,2
Temperature,2
(MAT),1
Precipitation,4
(MAP),1
Paleocene,1
Early,8
Eocene,4
Optimum,1
"(EECO),",1
Paleocene-Eocene,1
Thermal,2
(PETM),1
Post-EECO,1
declined,8
retained,8
precipitation.The,1
"gradual,",1
"distinct,",2
EECO,2
actually,6
somewhat,8
"peak,",1
post-EECO,2
"hemispheres,",1
achieved,10
"then,",1
deteriorating,1
Oligocene.,2
Under,9
progressively,5
"archaic,",1
subtropical-adapted,1
ultimately,8
"fauna,",4
Eocene-Oligocene,1
transition.,1
"Interestingly,",3
hypsodonty,1
cursorial,1
essentially,6
ECCO,1
initially,7
"to,",5
"from,",2
counterparts.',2
'Microenvironmental,1
inhabits,6
small-0.1-102,1
"m-scales,",1
factors:,3
"conspecifics,",1
"litter,",1
"topography,",7
mutualists,2
"ways,",2
differently.,1
"Notably,",1
subtle,2
importance.Microenvironmental,1
promotes,2
coexistence,5
negative,39
dependence.,1
Sympatric,1
"requirements,",4
edaphic-topographic,2
"preferences,",4
Density,2
frequent,18
large-seeded,7
"palms,",3
assessed.Microenvironmental,1
diversity-generating,1
speciation.,12
observation,7
"complexes,",4
sympatric,19
morphs,5
isolation.',1
'BackgroundHaemosporidians,1
"(Apicomplexa,",1
Protista),1
heteroxenous,1
blood-sucking,3
dipteran,1
insects.,7
Avian,1
haemosporidians,2
classified,16
"genera,",5
"Leucocytozoon,",1
Fallisia.,1
CytB,5
vast,15
morphospecies.,4
aimed,12
haemosporidian,5
"Turdidae,",2
visualise,2
species.MethodsHaemosporidian,1
350,3
thrushes,6
Genbank,1
MalAvi,2
database.,4
Likelihood,2
featuring,1
Turdidae,1
distribution.ResultsIn,1
82,4
119,1
"68,",1
112,2
cluster,11
"clades,",10
networks.,3
exclusively,12
Plasmodium,13
Haemoproteus,8
featured,1
non-passeriform,3
birds.ConclusionThis,1
summarise,2
family.,7
"yet,",3
wrong,1
original,11
descriptions,3
authors,10
emphasise,2
"GenBank,",1
replacement.',1
Collyriclum,1
faba,2
cutaneous,3
cyst,1
mandible,3
blue-gray,2
(Thraupis,1
"episcopus,",1
Thraupidae),2
Zona,1
Protectora,1
Las,4
"Tablas,",1
2010.,3
1878,1
217,1
"2004,",5
"2009,",1
well.',1
affects,10
assemblages.,9
joint,2
instance,4
neglected,6
far.,2
indicators,9
(continuous,1
forest),1
"1000,",2
"2000,",3
a.s.l),1
specimens.,4
reversed,2
decoupled,1
homogenization,4
'Shade,1
"2007,",3
farms.,7
foragers,10
"dbh),",1
Low,3
dbh),2
Erythrina,1
Acnistus,1
"arborescens,",1
forage,4
"example,",13
Warblers,2
(Dendroica,1
"cerulea),",1
plantations.',1
'Prompted,1
2001,2
Utcubamba,1
130,4
Aratinga,6
mitrata,7
complex.,8
"result,",12
arrangement,4
Tschudi,2
1844,2
alticola,4
Chapman,2
1921),1
replaced,5
divided,8
"1844,",1
chlorogenys,1
ssp.,4
nov,1
tucumana,1
"nov,",2
hockingi,1
1921.',1
determinants,6
"ecology,",16
(elevation,1
precipitation),1
(flowering,1
diversity),2
anthophyllous,1
Sampling,1
100-m,2
month.,3
regressions,3
diversity:,2
"effect),",2
linear,14
Rapid,5
interacting,7
functionally,7
visit.,1
"precipitation,",13
involve,9
exclusive,5
"consequently,",3
'Current,4
discussed:,4
entry,2
hunter-gatherer,6
emergence,14
chiefdom,1
state.,5
interregional,1
mobility,4
sociopolitical,5
organization.,2
Argentinian,2
Pampa,1
discussed.',14
timely,1
characterization,6
high-altitude,4
assessment,30
biota,10
Cladocera,4
fauna,23
"(pools,",1
swamps,3
2009),2
Rwenzori,3
"(Uganda,",1
D.,32
R.,52
"Congo),",1
East,16
Sky,1
Island,3
Complex.,1
notes,8
taxon,20
Alona,2
rustica-group,1
(Alona,2
sphagnophila,2
n.sp.;,1
Chydoridae).,1
"Mahoma,",2
affinis,1
"barbata,",1
"intermedia,",1
Alonella,2
"exisa,",1
"nana,",1
Daphnia,1
cf.,10
"obtusa,",1
Pleuroxus,1
aduncus),1
Bujuku,1
(Daphnia,1
"curvirostris,",1
(Ilyocryptus,1
"gouldeni,",1
n.sp.),1
Carex/Sphagnum,1
bogs,1
afroalpine,1
zone.,7
Pigmented,1
Chydorus,1
sphaericus,1
cladoceran,4
surviving,2
alpine,25
nival,1
Rwenzori.,2
joined,4
guttata,1
locations,17
speciation/endemism.,1
Harboring,1
impoverished,3
boreal,8
"community,",7
Mahoma,1
closer,7
cold-temperate,1
Palaearctic,5
introduce,4
"high-altitude,",1
cold-water,1
"faunas,",3
"Islands,",7
honor,1
Dr,2
Heinz,1
"1961,",1
correlate,9
"vulgaris,",2
Fabaceae),1
"varieties,",2
grains,9
consumed,7
toasting,1
varieties,11
"Linguistic,",1
"ethnobotanical,",1
duringpre-Hispanic,1
SDS-PAGE,1
electrophoresis,3
ofphaseolin,1
discusses,11
domestication,27
"""While",1
Salvia,5
transferred,3
`staminal,1
lever,3
"mechanism',",1
`levers',1
inactive.,1
pollinated,11
haenkei,1
mechanism,19
skins,1
tubular,1
corolla,15
(Sappho,1
"sparganura,",1
"coruscans,",1
"gigas,",1
Oreotrochilus,1
adela),1
exserted,1
pollen-sacs,1
bird's,1
feathers,13
bills.,1
staminal,1
levers,1
sterile,2
arms,1
face,9
leaving,4
space,29
movement.,2
assume,1
"pollination.""",1
'Breeding,1
censused,2
Adirondack,1
"York,",1
Green,3
Vermont.,1
basically,3
Low-elevation,1
conformed,2
broken-stick,1
dominance-diversity,1
geometric,2
series.,2
broadest,1
distributions.The,1
occurred.,2
"mountain,",1
coincided,1
ecotones.,1
contrast,18
convincing,3
exclusion,5
Interspecific,3
translated,3
birds.Many,1
dwindling,1
make-up,1
"landscapes,",10
tolerate,3
matrix/edge,1
"Vilcanota,",1
mossy,1
Matrix,1
treeless,1
ground-level,1
puna,1
grass-steppe,1
boulder,1
scree,1
encounter,3
globally-threatened,1
consistently,10
(CCA),1
classify,4
Polylepis-matrix,2
interface.,1
matrix-restricted,1
fourteen,3
Polylepis-dependant.,1
interface,2
generalists.,1
overriding,1
"maintenance/enlargement,",1
enhancement,3
within-patch,1
"quality,",4
inhospitable,1
puna/scree,1
matrix.',1
ridges,3
deterministic,1
"isolation,",4
ecoclimatic,2
Metallura,2
dissimilarity,3
variance.,1
"seasonality,",6
divergence.,5
mutation-scaled,1
(m),1
semi-humid,1
20,20
"barrier,",1
lesser,9
climate.ConclusionsGeographic,1
Ecological,10
"differences,",5
"characteristics,",9
Gene,3
hinder,2
optima.,1
"variation,",7
underscoring,1
dual,2
diversification.',2
"""Prior",1
'resistant',1
invasions.,1
generality,5
assertion,1
alien,26
red,12
books,2
Gerais,2
"state),",1
Venezuela.,5
378,2
invertebrates),1
considered.,8
"taxon,",5
"conversion,",1
"overexploitation,",1
"researchers,",1
introductions,4
unimportant,4
6%,5
invaders,7
survivors,1
Great,9
Interchange,1
(GABI),1
GABI,1
'extinction,1
"filter',",1
wave,1
prominent,10
representation.,1
prediction.,1
"GABI,",1
threat.,2
threaten,5
29%,1
fishes,12
figures,1
less-studied,1
"available,",2
posed,3
large.,3
invasions,4
realms,4
exposed,12
drainages,2
focussed,1
"world.""",1
quynzae,3
Amethyst-throated,1
Sunangel,1
(Heliangelus,1
"amethysticollis,",1
"Trochilidae,",1
Apodiformes),1
belongs,4
occurs;,2
Paramo,1
ecosystem.,3
"gene,",7
Illustrations,2
"given,",3
unidentified,1
leucocytozoids,2
Trochilidae,1
gametocytes,1
cells;,1
"leucocytozoids,",1
comma-like,1
"nucleus,",1
circumference,1
gametocyte,1
volutin,1
granules,2
cytoplasm.,1
Identical,1
Gigantodax,1
"(Diptera,",1
Simuliidae),1
vectors,14
'Juan,1
Mazar,1
Barnett,1
Argentinean,2
"scientist,",1
talented,2
his,30
generation.,1
His,2
untimely,1
death,5
shocked,1
community.,10
briefy,1
"career,",1
interests,4
NE,6
fve,1
countries:,1
he,12
He,3
prolifc,1
"writer,",1
having,36
51,6
peer-reviewed,1
articles,10
"communications,",1
book,2
"reviews,",1
audio,1
"guides,",1
"book,",1
identifcation,1
guide.,1
organized,7
"order,",3
comment,2
fndings.,1
(23,1
"publications),",2
"(19),",1
(10).,1
(7,1
"each),",1
"(6),",2
Yungas,5
(5,2
each).,1
preferred,8
topics,3
were:,2
i),1
(17,2
publications);,2
ii),1
(9);,1
iii),1
(8,3
iv),1
(7);,1
v),1
"(5),",1
vi),1
rediscoveries,1
(4).,1
co-author,1
(fve,1
"author),",1
legacy,5
appraised,2
yet.,1
hope,5
amazing,2
left,5
Juan,8
"ornithologists,",1
"friends,",1
initiatives,5
keeping,1
memory,2
alive.,1
"Hopefully,",1
generations,4
conducting,6
feldwork,1
rewarding,1
experiences,9
biologist,1
have.',1
'Altitudinal,3
macroclimatic,1
organisms.,6
terricolous,2
(lichens,1
bryophytes),2
"rainfall,",7
irradiance.,2
forty,2
x,1
cm2,1
randomly,5
(grass,1
lichens,15
bryophytes,5
plots.,5
(46,2
identified.,8
lichen,5
slope.,1
organism,2
meanwhile,1
(3930,1
(3300,1
a.s.l.).,1
bryophytes.,1
communities.',3
"'Morphological,",1
vocal,4
Madeira,8
right,6
bank,5
tributaries,4
delimit,2
primates,7
sequenced,9
(approx.,2
950,1
bp),1
suboscine,2
Glyphorynchus,1
spirurus,2
"(Furnariidae),",1
Willisornis,2
poecilinotus,5
Schiffornis,2
turdina,2
"(Tityridae),",1
banks,8
right-bank,1
"tributaries,",2
rivers.,6
"(parsimony,",1
analysis),2
3.1%,1
G.,6
"spirurus,",3
W.,4
"turdina,",2
river,56
restricts,1
smallest,9
"examined,",3
heavier,2
bodied,1
turdina.,1
delimited,1
"evaluated,",1
(Glyphorynchus,1
Hemitriccus,1
"minor,",1
Hypocnemis,1
"rondoni,",1
Herpsilochmus,1
"stotzi,",1
Hylophylax,1
naevius),1
exceptions,1
passerines.',1
'BackgroundPleistocene,1
engine,1
well-documented.,1
colder,4
insular,3
unknown,12
utilized,5
alongside,2
diagnostic,7
bioacoustic,2
tyrant-flycatchers,1
Elaenia.ResultsPopulation,1
coalescent,5
simulations,12
chilensis,3
Elaenia,7
predominantly,10
downward,1
ridges.,1
displacement,4
albiceps,1
"pallatangae,",1
flow.ConclusionOur,1
facilitated,2
warm,20
interglacial,2
era.,1
hitherto,3
"displacement,",1
underpinning,2
complexities,1
Tropics,1
addressing,10
arthropods.,1
damselfly,3
"Polythoridae,",1
comprises,10
58,2
America.ResultsOur,1
time-calibrated,1
diversifying,2
Miocene.,3
Recent,13
Common,5
Ancestor,1
(MRCA),1
Polythoridae,1
clock,8
modeling,18
BioGeoBEARS,1
RASP),1
Pebas,2
Acre,5
"damselflies,",1
mixed.,1
Diversification,4
mya),1
uplift.ConclusionThe,1
Systems,5
family;,1
Polythore,1
color,8
genus.',2
synthesizes,1
biophysical,6
societies,10
(LAC).,1
Projections,1
LAC.,1
heat,27
"extremes,",2
droughts,2
aridity.,1
"cyclones,",2
intense,15
"storms,",1
glacier,1
"substantially,",2
deglaciation,1
levels.,7
glaciers,3
shrink,2
timescales.,1
Runoff,3
southernmost,3
discharge,7
direction,10
uncertain,6
hydrological,12
models.,14
Climate,14
"yields,",3
livestock,8
"fisheries,",3
rice,12
yield,18
LAC,2
fish,52
catch,2
continuing,9
Coral,1
reefs,2
bleaching,1
2040,1
2050,3
onwards,2
irrespective,1
scenario.,3
livelihoods,5
"through,",1
"e.g.,",1
income,10
"health,",3
infrastructures,1
"change,",31
"warming,",6
simultaneously,12
compound,6
another.',1
'Significant,1
advances,8
focuses,14
1987,3
1994.,1
Issues,3
pertaining,6
farming,22
habitability,1
theories,10
origins,20
dissemination,5
Americas.,2
Other,14
"Americas,",5
projects.',1
'Concentrations,2
polychlorinated,1
biphenyls,1
"(PCBs),",1
DDT,2
"metabolites,",1
HCH,1
isomers,1
hexachlorobenzene,1
(HCB),1
Biobio,1
(central,2
Chile).,2
mouth,2
"PCBs,",1
xenobiotics,1
industrial,8
Concepcion,1
Talcauano.,1
lindane,1
coincide,6
lindane-based,1
pesticides,2
(purified,1
homogeneously,1
"basin,",4
"Icalma,",1
PCB,1
residues,5
congeners,6
penta-,1
hepta-chlorobiphenyls.,1
"fish,",3
pentachlorobiphenyl,1
(IUPAC,1
118),1
hexachlorobiphenyl,1
(PCB-153);,1
(PCB-180),1
prevailed.',1
1956,1
1965.,2
"these,",8
arranged,5
groups:Aa,1
(2):,1
"11,",2
49Ab,1
super-species,1
(13):,1
"3,",1
"9,",1
"10,",3
"15,",1
"17,",1
"21,",1
"22,",1
"27,",1
"31,",1
"35,",1
"38,",1
"43,",1
46Ac,1
Rather,3
allospecies,3
(member,1
superspecies),1
(10):,2
"1,",2
"4,",2
"5,",3
"7,",1
"20,",1
"40,",1
"41,",1
50Ad,1
Allospecies,1
merely,2
"2,",2
"6,",1
"14,",1
"?18,",1
"19,",1
"29,",1
"36,",1
"37,",1
39In,1
binomina,1
"proposed,",2
categories:Ba,1
inquirendae,2
(4):,2
"12,",3
"23,",1
"30,",1
42Bb,1
Subspecies,1
(7):,1
"8,",1
"16,",1
"32,",1
"33,",1
"34,",1
48Bc,1
Hybrid,2
(1):,1
25Bd,1
Synonyms,1
"24,",1
"45,",1
51It,1
speaks,1
standards,2
names,6
"synonyms,",2
added,3
category.35,1
undescribed,7
"exhausted,",1
my,2
predictions.,2
category,4
Ad,1
"rank,",4
(2.5,1
"year,",9
preceding,4
(J.,1
"Orn.,",1
inexhaustible,1
novelties,3
(16),2
(19).,2
"Indeed,",5
continents,5
together.',1
predictive,11
Museum,5
herbarium,4
assembled,6
represent.,2
correlative,2
alternative,17
Specific,4
annealing.,1
criteria,18
compactness,1
Equatorial,4
serve,10
fieldwork.',1
'Recent,6
"Quaternary,",2
regarded,11
avifauna.,1
notion,3
(such,5
Guianan,7
shields),1
functioned,1
lowlands),1
generated,17
"nearby,",1
phylogeographic,6
Xiphorhynchus,1
(Dendrocolaptidae).,1
upland,7
nowadays,1
"shield,",2
flooded,2
recently.,2
dating,9
back,9
frame,2
stretching,4
physiographic,1
Amazonia.,5
interpreted,13
"together,",7
geology,5
tightly,2
'Cunoniaceae,1
Caledonia,2
"endemic,",2
flora.,2
descriptive,2
"colour,",1
"shape,",4
"phenology,",6
details,7
"visitors,",1
"known,",4
observations;,1
tabulated,2
appendices.,1
polysymmetric,1
so),1
rewards.,1
dioecious,1
flowering.,1
Generalist,2
entomophily,2
syndromes,3
introduction,17
Apis,3
mellifera,1
obscured,3
historic,8
Cunoniaceae,2
insect-pollinators.,1
Codia,1
Pancheria,1
sweetly,1
"scented,",1
"creamish,",1
spherical,3
capitula,1
honey,2
"beetles,",2
flies,2
halictids.,1
Spiraeanthemum,1
Hooglandia,1
paniculate,2
inflorescences,2
few.,2
Racemes,1
Weinmannia,1
(flowers,4
"white,",4
scentless),1
Cunonia,2
p.p.,1
pink,2
reddish,1
faint,1
foetid,1
odour);,1
occasionally,2
reddish-flowered,1
Ornithophily,1
Geissois,1
"red,",1
"scentless,",1
bottle-brush,1
racemes),1
macrophylla,1
"yellow-green,",1
one-sided,1
racemes);,1
Meliphagidae,1
Psittacidae,1
Zosteropidae.,1
Pteropodid,1
Geissois.,1
Geckos,1
flower-visitors,1
sporadic,1
most.,1
Topics,2
"cycle,",2
shapes.,1
Unanswered,1
include:,1
"inflorescences?,",1
genera:,1
Which,1
pollinators?,1
"whole,",4
specialisations,1
ornithophily,1
independently,12
third.,2
geckos,1
agree,4
flower-visiting,1
lizards,13
whole.',1
Basidiomycota,6
constitutes,5
phylum,3
kingdom,1
Fungi,2
Ascomycota.,1
validly,1
"published,",1
basidiomycete,2
document.,1
outline,12
"provided,",3
1928,1
"names,",4
1263,1
241,1
"families,",6
68,3
"orders,",4
classes,8
subphyla.,1
"classification,",5
information.,3
"LSU,",1
"SSU,",1
"5.8s,",1
"rpb1,",1
"rpb2,",1
ef1,1
subphyla,2
"Agaricomycotina,",1
Pucciniomycotina,2
Ustilaginomycotina,2
"conducted,",1
estimates,22
632,2
168,3
605,1
genera.,8
"dated,",1
Agaricomycotina,1
diverging,6
Mya.,1
criterion,2
"system,",6
evolution.',5
'By,2
differently,5
"affected,",2
paleoecologically,1
stable.,1
Studies,5
give,12
stronger,13
fragility,1
"avifaunas,",1
paleoecological,5
stability.,3
rigorous,4
"controls,",1
incomparable,1
census,4
"methods,",3
inadequate,8
coordinated,2
'Migratory,1
routes,9
stopover,12
Understanding,9
Vireo,3
Catharus,5
Marta,1
two-year,2
capture,14
totals,1
corrected,4
mist-net,1
"presence,",3
periods;,3
flavoviridis,1
autumn,5
"migrant,",1
olivaceus,1
commonest,1
spring.,1
fuscescens,2
minimus.,1
detected,32
"habitat/altitude,",1
minimus,1
ustulatus,2
pre-montane,4
"migration,",4
prevailing,7
strategies.',5
concerning,8
debate,8
centering,1
subsidies.,1
takes,2
perspectives,7
consideration.,1
precondition,1
successful,16
background,2
"who,",1
"recently,",8
true,18
depended,3
finegrained,1
freedom,1
access,13
it.',2
foliage-gleaning,2
Siberia,2
Russia),1
Nearctic,9
(Mackenzie,1
"Ontario,",2
Canada),1
discriminant,5
paired,2
distinguish,7
misclassifications.,1
avifaunas,2
conifer,5
foliage,6
foliage.,1
foliage-gleaner,3
foraged,2
coniferous,2
displayed,7
"foliage,",1
"broad-leafed,",1
"twigs,",1
"branches,",1
substrates.,2
generalization,1
Eurasian,5
Boreal,1
spruce,1
"pine,",1
pockets,1
Eurasia,3
Asia).,1
indirectly,8
defoliating,1
outbreak,1
Loss,1
resources.',6
"""Little",1
"Rotifera,",4
littoral,7
specious,1
"Lecane,",1
revision,3
verified,3
records.Only,1
41.3%,1
Lecane,3
morphospecies,1
distributed.,1
(12.6%),1
cosmopolitan,4
(sensu,1
"strictu),",1
26,6
(15.6%),1
Tropicopolitan.,1
(3.6%),1
Arctic-temperate,1
Pantropical,1
"clear-cut,",1
gradual.,1
odd,1
insufficiently,1
introductions.All,1
zoogeographical,3
6.5%,1
21.8%.,1
Thirteen,2
"Holarctic,",1
"hemisphere,",5
eleven,2
"Palaearctic,",1
"Palaeotropical,",1
Australasian,3
circumscribed,4
Palaeotropical,1
Holarctic,3
"noteworthy,",1
"Nearctic,",2
"African,",1
orientation,5
"Africa,",11
Arabia,1
hemispheres.,1
Ornithochoric,1
faunas.The,1
reveals,16
tectonical,2
phylogeny.,5
vicariant,3
climatological,6
considerations.,1
capacities,4
dispersal.When,1
pelagic,1
"both,",3
"predictable,",1
implies,5
adaptations.,3
"tropic-centred,",1
avoidance,4
"eventually,",1
Ostracoda.The,1
striking,8
rotifer,2
chorology,1
group's,2
algae,8
zooplankton.,1
passive,1
life-cycle,1
parthenogenetic,1
"So,",2
defines,2
Vicariance,1
subordinate,3
resolution,12
"morphospecies.""",1
'Temperate,1
endemism.,5
Coastal,14
"Historically,",3
designated,4
600,6
"m,",5
narrow-range,1
"endemics,",4
monotypic,5
families.,9
distant,4
"another,",3
disconnected,1
439000,1
ha,9
Valdivian,3
"remain,",1
private,7
S).,1
"S,",1
too,9
viable,5
vertebrates.,4
restoring,3
interconnecting,1
network.',1
'South,3
analyze,16
Examples,5
"power,",2
myth,2
"place,",1
development.,11
Landscape,4
scholars,3
essay,5
"anthropology,",2
methodologies,4
definitions,6
landscape:,1
"performance,",4
integrating,4
settlement.,1
"cases,",9
"archaeologists,",1
"stakeholders,",1
meaningfully,2
clarify,3
conclusions.',2
'Siona-Secoya,1
hunters,3
strive,1
provision,5
households,11
meat.,1
resemble,3
(OFT),1
ethic.,1
Siona-Secoya,4
worried,1
shamans,2
attracted,7
game.,1
"poor,",1
ceremonies,1
appealed,1
supernatural,4
gamekeepers,1
underworld.,1
aided,2
settlements,1
"territories,",4
"movement,",2
technology.,5
"Today,",3
involvement,4
economy,5
invest,1
wage,2
"labor,",2
"Colonization,",1
pollution,10
pose,2
interested,2
conservation.,20
mitigate,9
'Human,2
Sabana,4
toxic,5
metals,3
(Pb),1
chromium,2
(Cr),1
polluting,1
"air,",1
"water,",14
soil.,5
pollutants,2
"sources,",3
bioindicator,3
metal,2
spectrophotometric,1
spectroscopic,1
single-feather,1
samples.,4
bacterial,10
microbiota,3
16S,3
rRNA,4
sporulated,2
bacteria.,1
naturally,9
"bacteria,",1
pollutants.,1
Pb,1
Cr,3
2.11,1
0.38,1
held,9
environment.,19
Bacterial,1
bacilli,1
Bacillaceae,1
morphotypes).,1
bacteria,6
fact,15
metals.',1
'Nearly,1
Piperaceae,3
encompassed,3
Piper,6
Peperomia.,1
Southeast,8
Asia.,4
Piper.,1
Peperomia,2
"Asia,",11
Africa.,9
Molecular,5
crown,7
clades.,5
"Cretaceous,",2
Tertiary.,1
Biogeography,1
genera.',1
Titicaca,3
fascinating,1
archaic,3
polities,2
conjunctions,1
"environmental,",1
"socioeconomic,",1
transformations.,1
"phase,",2
inclusive,4
domains,4
shared,16
identities,3
precursors,2
"were,",1
incorporative,1
histories.',1
floodplain,14
floodwater,1
shapes,5
nutrient-rich,2
nutrient-poor,1
"similar,",3
(terra,1
firme),1
sharing,6
pensile,1
overhanging,1
feed,15
Flooding,1
influx,2
ground-dwelling,1
ant-following,1
low-water,1
occupation,3
riverine,7
kingfishers,1
floods.,1
configuration,7
terra,4
firme,4
farther,5
channels.,1
view,17
Including,3
scale.',2
'High-,1
"oligotrophic,",1
satisfy,1
met,4
Do,1
excretion,5
stream,12
ecosystems?,2
consumer,5
guild,3
dominates,2
regeneration?,1
regenerating?,1
"native,",4
introduced),1
uptake,3
measurements.,2
Insect,2
per-capita,1
N:P.,1
Aquatic,6
consequently,7
higher.,3
"Collectively,",2
SRP,1
additive,2
low-nutrient,1
streams.,3
consequential,1
cycling.',1
"""Development",1
biodiversity.Assessment,1
principles,6
assist,5
managers,8
suchimpacts.,1
ofa,1
exploration,9
Smithsonian,4
Institution's,3
andAssessment,2
cooperated,1
Shell,4
Prospecting,3
Development,6
region's,3
"thisarticle,",1
project.,4
theconceptual,1
establishing,5
andmonitoring,1
"program,",3
setting,8
"objectives,",2
appropriate,24
decisions.,3
summarizethe,1
implement,2
"assessment,",4
provideresults,1
identifyappropriate,1
"monitoring.""",1
mark,2
recapture,2
techniques.,7
Stable,2
isotopes,6
hydrogen,3
technique,5
tracking,3
wildlife.,3
(Phaethornis,1
"malaris,",1
"syrmatophorus,",1
"guy,",1
Adelomyia,1
"melanogenys,",1
Coeligena,1
"torquata,",1
"lutetiae,",1
"baroni,",1
williami),1
Feather,1
agreement,11
feather,5
enrichment,5
response.,1
Stable-nitrogen,1
"variable,",5
apart,4
elucidate,6
unrecognized,1
migrate,2
isotopic,4
'Here,1
Crested,1
Eagle,2
guianensis),1
Harpy,2
Program,3
(PCGR),1
"database,",3
"literature,",8
online,3
"databases,",1
"zoos,",1
map;,1
"km),",1
expand,9
map.,1
Far,3
(>40,1
km),1
northernmost,5
Mexico;,1
"Nicaragua,",1
extension,5
"north,",2
Rica.,5
Darien,2
Peninsula,8
Perija,1
Mountains.,2
ecotone,1
Gallery,1
"Rainforest,",1
expands,1
"Northeast,",1
Rainforest,2
interior.',1
'Spanish,1
enterprises,3
wineries,2
haciendas,1
subsistence.,1
Old,10
Zooarchaeological,1
Moquegua,1
prehistoric/colonial,1
Torata,1
Alta,1
alpacas.,1
Florida,4
"Caribbean,",2
reliance,9
Colonial,1
foodways,1
parallel,7
peninsula,2
settlement.',1
"biogeography,",3
Amazilia,1
Hummingbird,5
(Amazilia,3
amazilia).,1
"features,",12
"bioacoustics,",1
subspeciesA.,1
a.,5
fromA.,1
amazilia.,1
Synapomorphic,1
membership,3
"superspecies,",1
speciesA.,1
castaneiventris.,1
Considering,8
ofA.,5
English,1
name,15
Loja,1
'TheOxalis,1
tuberosa,2
alliance,12
similarOxalis,1
allied,6
tuber,2
"oca,O.",1
tuberosa.,1
Originally,1
cytologists,1
chromosome,17
inOxalis,1
(x,1
"8),",1
cytological,1
steppes,4
puna),1
complexes.Geographical,1
selectedOxalis,1
ncpGS,1
(chloroplast-expressed,1
glutamine,1
synthetase).,1
Groups,2
trees),1
overlapping,7
theO.,1
"especially,",2
northward,1
axis,2
outgroups.,2
"delimitations,",1
ecotypes,1
relatives,3
cropOxalis,1
"tuberosa,",1
conservation.',6
Serpocaulon.,2
plastid,16
genome,14
"samples,",3
exhaustive,2
delimitation,3
terminal,6
complexes.,3
