Words,Frequency
overuse,2
Map,9
Schools,2
physiognomic-ecological,1
rank.,2
shrubs),2
subunits,4
hierarchic,2
legend,1
(vegetation,4
"subzones),",1
(oceanic,2
analogues),1
belts),1
"regularities,",1
azonal,7
florogenetic,1
arrangement,33
classed.',1
'Non-governmental,1
reasoning),1
reasoning).,1
high-biodiversity,1
"(HBWA),",1
specially,7
megareserves).,1
Asplenium,2
scolopendrium,2
"thinning,",1
excelsior),2
Netherlands.,8
frond,3
retrogression.,1
Landslip,1
"bigger,",1
Life-table,1
rates:,1
Recruitment,5
carpets.,1
"nitrates,",2
water-soluble,11
Microbial,14
soils;,9
hydrolysing,1
protease,7
Alkaline,2
phosphatase,10
Arylsulphatase,1
significant.',3
'Exotic,2
trigger,21
on.,9
(Mimosa,1
caesalpiniifolia),1
14-year-old,3
(modified,1
(height,4
caesalpiniifolia,4
removed),1
intervention.,4
revenues,5
plantings.',1
'Cabruca,1
paramount.,1
Institute.,1
"labor,",3
expensive.,5
exodus,1
marketing,17
"participatory,",2
Extensionists,1
empower,5
agroecosystems.',2
takeover,1
rewilding,3
land-use/land-cover,6
"(Galicia,",3
woodland.,11
Turtle,2
"Dove,",1
Dartford,1
"Warbler),",1
Red-backed,2
Shrike),1
quadrant,1
"glucose,",2
NO3,65
Amazon.',3
'Manioc,2
"Crantz),",1
agrobiodiversity,9
"multiplication,",2
immense,8
manioc,5
basis.,21
anticipation,6
owner,7
individually.,3
owners.,4
owners;,1
oriented.,1
Precautionary,1
avoids,4
(private),1
(publicly,1
enjoyed),1
'Titi,1
"recognised,",3
motors,1
"reference,",7
(national,4
precedence,2
considered).,1
grant,1
fishermen.,4
defending,3
administrations,2
strengthened.,1
Consistent,7
(BEF),1
interpret,29
analysis.',9
Potos,5
(Procyonidae),1
"flavus,",1
kinkajou.,1
Kinkajous,1
"Guianas,",2
flavus,3
(Costa,2
Panama),1
"(Ecuador,",1
Guiana).,2
Guianas,2
(5a),1
interfluves,5
Branco-Negro,1
(5b),1
(5c),1
reconsidered.,2
Divergence,7
Miocene-Pliocene,1
kinkajou,1
diversification.',1
'Chocolate:,1
Pathway,3
Gods.,1
Sacred,2
Realm,2
Chocolate,1
Mesoamerica.,4
"Dreiss,",1
Meredith,1
Sharon,1
Edgar,1
Greenhill.,1
Arizona,4
355,6
Euclid,2
"Ave.,",2
Suite,4
"Tucson,",2
AZ,3
85719;,2
www.uapress.arizona.edu.,2
xii,1
193,6
pp.,6
(hardcover).,6
USD,16
30.00.,1
ISBN,7
978-0-8165-2464-8.',1
"""Because",2
CO2-C,2
store,25
MgC,1
20-yr,1
"period.""",2
foresters.,1
benchmark,16
debated.,3
uncertainties.,6
authors.,5
decisively,1
human-biophysical,1
Consequences,3
pastoralists.,2
zones;,1
Addressing,4
unsupportive,1
antagonistic.,1
"subsidies,",1
designed.,3
resiliencies,1
agroforestry.,11
Revolution.,1
systems;,14
farmers.',2
delineate,24
caribou,19
(Rangifer,4
tarandus),1
"Labrador,",2
converge,4
reconciled,2
partitions,4
"""Demography,",1
latitudes.,21
non-contiguous,1
Demographic,2
lengthy,6
mixing,49
"classes),",1
cesium,2
"Cerradao,",1
Cs,4
"accumulators,",1
inter-species,2
leaves.',3
interparasite,1
competition/mutualism.,1
parasitic,23
intestinal,8
helminths,9
helminth,10
prevalences,2
Prosthenorchis,1
"Spiruridae,",1
Trichostrongylidae.,1
plausible:,1
helminth-linked,1
cruzi-infected,1
cruzi-positive,1
Trichostrongylidae,2
infection.,2
transmissibility,3
perturbation.,6
Araucariaceae,1
pewen,3
araucana;,1
Endangered),3
angustifolia;,1
Pewen,1
"cavities,",3
nestedness.,3
(98%,1
(26%,1
Vinaceous,1
"Parrot,",1
"disperser,",1
decay-formed,1
pine.,11
recruit,13
strongholds,2
Friedrich,1
Sellow,1
(1815),1
von,16
Martius,1
(1818),1
botanists,7
Pesquisas,1
(CEPEC),1
1965,5
"L.),",15
Buttresses,1
(17%,1
mesophyll,6
891.26,1
DBH/hectare.,1
"Densities,",1
"frequencies,",11
"dominances,",1
"Buerarema,",1
0.3%,6
95.5%,1
DBH.,3
37.5%,1
December),1
daylength,2
"Myrtaceae,",3
"Caesalpiniaceae,",1
CEPEC,1
"herbarium,",1
"decision-making,",7
indicator.,7
answered,2
"indicator),",1
questions/indicators:,1
Condition,8
assessment:,3
snapshot,2
Stressor,2
diagnosis:,1
condition;,3
Communication,1
public:,1
comprehension,3
elementary,8
form;,1
Futures,3
event;,2
Evaluation:,1
spatial/temporal,1
valid).,1
choices.,4
(FCI),3
"indicator,",2
judge,4
indicator.',1
1890,3
1905.,1
migrations.,1
recover.,5
"latitude),",2
interspawning,1
areas;,12
stocks;,1
abundance;,6
imposition,3
moratorium,1
spadefish,1
Chaetodipterus,1
625,1
[total,1
(TL),4
Estuarine,10
(PEC),1
2016).,6
sagittal,3
17-year,3
"limit,",7
male:female,1
1:1.17.,1
Fitted,1
Bertalanffy,7
gonadal,5
gonado-somatic,1
batch,4
spawner,4
Postovulatory,1
ovaries,4
Females,8
old.,6
post-agricultural,2
"planting,",3
"cultivation,",12
"signatures,",2
crops:,3
hummock,5
"creation,",3
"compaction,",5
themselves.,10
tabular,4
seed/seedling/sapling,1
old-field,4
type-specific,2
tree-replacement,1
"suggested,",6
analytically.,2
extrapolations,4
(FAC),2
(LUCS),1
(GEOMOD),1
land:,2
Belize;,1
Bolivia;,1
Mexico;,3
(PAN),2
uncover,4
PAN,5
175,4
"PAN,",4
(previously,5
unidentified),1
"0.74,",3
"0.82,",1
"7.1,",1
"0.10,",1
Mother,1
'Tadpoles,1
Tadpole,1
Tadpoles,1
"nets,",9
"night,",13
"accidental,",2
continuously.,2
"diurnal,",3
"ponds,",15
verification.,2
plans.',8
Apoidea),1
Antarctica.,4
brood-except,1
(Roubik,1
1982).,2
"(>80%,",1
Ollerton,1
(Cardinal,1
Danforth,1
(Dellicour,1
2016;,2
(Crane,1
Megachile,2
"rotundata,",1
Osmia,1
cornifrons),1
2009).',1
'Araucaria,1
conductivity.,5
"concluded,",1
"room,",1
university,8
campus.,1
perimeter/area,1
studied).,1
Euglossini.,1
coexist,13
counties,32
(NWI),11
"emergent,",3
"drained,",5
totaled,3
"957,470",1
Palustrine,1
64.8,1
wetlands;,4
Evergreen,2
hydric,22
baseline.',1
Freziera,4
(Pentaphylacaceae),1
compendium,1
typification,2
rufescens,1
(Kobuski),1
Santam.,12
Monro,2
canescens,4
forma,1
rufescens.,1
alata,6
Weitzman,2
Monro;,9
croatii,2
ecuadoriensis,2
golondrinensis,1
monteagudoi,1
neei,1
peruana,1
risaraldana,1
siraensis,1
trollii,1
uniauriculata,1
Monro.,1
Vulnerable,4
lectotypifications,3
Eurya,1
inaequalifolia,1
"Lingelsh.,",1
arbutifolia,1
"Triana.,",1
boliviensis,1
"Wawra,",2
calophylla,1
Triana,1
"Planch.,",1
candicans,1
"Tul.,",5
"Bonpl.,",5
chrysophylla,1
grisebachii,1
Krug,1
"Urb.,",1
hieronymi,1
"Kobuski,",3
lanata,1
macrophylla,1
monzonensis,1
(Melch.),2
nervosa,1
sericea,1
spathulifolia,1
suberosa,6
wawrai,1
Urb.,1
yungasia,1
Tul.',1
'Indonesia,1
"experience,",8
Sumatra,1
Kalimantan,1
Factors,24
doming,1
"protections,",1
compact,9
"geomorphology,",13
tenure,4
fire;,2
peatlands.,2
arises,11
confluence,9
slowed,10
"peatlands,",4
'Temperature,5
cool-,1
cold-water,5
asked:,1
summer?,2
temperatures?,1
"warmest,",1
cool.,1
"localized,",4
Daily,19
hourly,19
"stressful,",1
refuges.,1
(EBLFs),1
"Yunnan,",3
EBLFs,1
mid-montane,2
"moist,",2
"monsoon,",6
EBLF,3
Equitability,1
"J,",3
"EBLF,",1
"Keteleeria,",1
Cyclobalanopsis,1
Castanopsis.,1
"oil,",8
pulp,23
EBLF.,1
Seventy-six,1
'Twelve,2
ducks,18
(Tribe,1
Mergini),1
wintering,35
inaccessibility,4
scoters,3
Melanitta,1
surf,8
"perspicillata,",1
white-winged,1
eiders,2
Somateria,1
"mollissima,",2
long-tailed,2
Clangula,1
hyemalis),1
Flyway,2
Duck,3
ten-nautical-mile,1
(sea,1
"not),",1
covariate,4
"Oscillation),",1
variable),2
ducks.,3
"Oscillation,",3
seabirds.',1
Iberian-Mediterranean,1
Alentejo,3
(Southern,5
Portugal),8
discover,5
"(abundance,",3
370,2
amphisbaenid,1
colubrid,1
snakes).,1
Psammodromus,1
algirus,1
71.8%,2
agrosilvopastoral,1
cork,35
"montado,",2
(trampling,1
holm,4
montado,16
Adequate,3
"patchwork,",1
Livestock,3
cattle/ha.',1
"'Labrador,",1
undeveloped,10
landmass,1
Boreal,10
subarctic,13
"developed,",19
"30,000.",1
woodland-covered,1
"landform,",4
comanagement,1
'Atmospheric,12
sulfur,34
Panola,1
"(PMRW),",1
U.S.A.,25
12.9,2
12.7,1
yr-1,6
60-km,1
noticeably,4
PMRW.,1
Below-canopy,1
(throughfall,1
stemflow),1
below-canopy,1
"throughfall,",7
stemflow,3
2.8,6
PMRW,1
SO42-,7
oxides,15
hydroxides,2
loblolly,30
boles,2
200%,1
emissions.',7
Meshcherskaya,1
Lowland.,2
macrocharcoal,1
Studencheskoe,1
peatland.,1
forest-fire,1
"BP),",7
birch-pine,1
BP).,13
causes.',2
definition.,3
Landsat-TM,1
regrouped,1
(cash,1
"crop,",11
"anthropogenic,",9
polygons,6
scape,3
high-intensity,8
(Canadian,2
Initiative,13
Corn,1
regions),4
setup,5
"'Climate,",2
"throw,",1
"PnET-CN,",2
Minnesota,12
"Wisconsin,",6
"(aspen,",1
jack,23
"hardwood,",3
spruce),3
"(fire,",1
harvest),1
mineralization.,7
NPP,15
traits.',3
"conservatism,",3
thresholds).,1
Phyllocycla,2
(Calvert,1
1948),1
conservatism,10
"livestock,",13
"installations,",2
"transportation,",7
55.3%,1
13.6%,2
"Phyllocycla,",1
increased.',2
"lichen-rich,",3
(taiga),1
(tundra),1
hemiarctic,2
acidophytic,2
synusiae,1
fruticoseCladina,1
Precambrian,8
outcrops.,5
"heathlands,",4
"lichen-dominated,",1
"eutrophytic,",1
chionophytic,1
achionophytic.,1
Detailed,13
syntaxonomic,3
Greenland,21
oroarctic,1
regions).,4
fruticose,1
"continental,",5
Siberia,12
subzones,1
"macrolichens,",2
asCetraria,1
"cucullata,",1
"nivalis,",1
Alectoria,1
andThamnolia,1
"vermicularis,",1
everywhere,3
asRinodina,1
turfacea,1
andLopadium,1
"pezizoideum,",1
microlichens,1
micropatterns,1
subzone.,2
reindeer,6
"caribou,",3
delichenization,1
"locally,",5
pollution.',13
Patharia,2
OLI,2
"1988,",4
(10.52%),1
deteriorating.,1
side.,4
contributors,15
RF.,2
elephant,1
Conflict,1
(HEC).,1
perforated,2
"pressures,",12
demarcate,1
ineucalypt,1
"Menagesha,",1
"atChancho,",1
speciesbelonging,1
treesaccounted,1
Menagesha,2
"Chancho,",1
importanttimber,1
"Menagesha.However,",1
theadjacent,1
andabundance,2
5.7times,1
Chancho.,1
resultdemonstrates,1
"forest,as",1
diaspores,2
indegraded,1
Ethiopian,7
differencein,1
Theunderstory,1
"8325stems/ha,",1
highpotential,1
highlands.In,1
re-establish,5
"naturalforest,",1
primaryforest,1
required.',7
"Vikedal,",1
angling,14
659,1
Parr,1
kelts,1
springs,30
unfavourable,10
episods,1
(1983,1
"1984),",1
parr,14
'Human-driven,1
"subdivided,",3
risks.,12
tarandus,7
caribou),1
among/within,1
(Logan-Albert,1
McGerrigle),1
Foundation,3
convened,4
plain.,4
stimuli,6
"shad,",4
"alewives,",1
blueback,4
striped,16
bass,39
(yellow,1
perch,39
perch),2
1970;,1
episodic,28
Lyons,1
5.9,4
conferees,1
"heretofore,",1
conferees.',1
sedimentation.,4
BMP,8
dollar,3
invested.,1
USDA-NRCS,2
(CEAP).,1
HUC-8,2
(USA),16
(most,6
invested),1
Virginia.,18
"ranked,",1
push,6
screen,7
"discerned,",1
Scandinavia,12
content.,34
discharges,72
character.,7
lakes.,59
blacklisting,1
kg-1,7
1-kg,1
pike,7
000.',1
'Laurus,1
nobilis,7
(Laurel),1
epigones,1
late-Tertiary,1
laurophyllous,3
persisting,7
Describing,1
coenology,1
Directive.,7
coenological,3
Laurus,7
precipitations,5
discrepancies,9
arose.,1
program.',2
deposit,23
macrofaunal,11
included:,4
renewed,11
(Erythrina,1
poeppigiana),1
(CRE);,1
"(Cabruca,",2
CRF);,1
(OCE);,1
OCF),1
(CGC).,1
(NF),8
Organisms,3
15-day,1
apparatus.,5
litter).,2
"16,409",1
"2,094",1
641,1
11.8,1
7.5,7
Danube,14
additionally,6
Austria,6
distinguishes,6
"introgression,",1
Sequencing,6
albeit,18
sub-clade,1
futility,1
Dacryodes,3
Vahl,2
villiersiana,1
Onana,1
(2001).',2
"1975,CITES",1
dragon,1
Scleropages,1
"formosus,",1
anendangered,1
captive-bred,2
upby,1
PrimaryProduction,1
andMalaysia,1
suit.,1
animmediate,1
demandfor,1
venues,2
sanctuary.',1
2010.,20
"1,117",1
fluctuated,17
annum,6
cows,2
observations),2
bulls,3
cows),1
seasonal.,2
females),3
April.,9
utilisation,10
bison's,1
migrations,20
turbulent,16
large-eddy,1
(LES).,1
Pythagoras,1
multiscale,5
turbulence,9
field-scale,4
LESs,1
tunnel,7
experiments.,25
heating,18
"flows,",24
kinetic,4
"vorticity,",1
detail.,11
shear,8
diabatically,2
heated,11
stably,1
ramps,1
Thermally,1
vortices,5
heated.,1
investigated.',6
Koga,1
Nile,21
1957,7
gauging,7
station.,9
observational,32
plagued,1
"standard,",2
easy-to-use,1
deficiencies.,4
"applicability,",3
(ED),2
(dominated,4
"ilex,",5
faginea,9
pyrenaica).,1
biases.,2
ED-based,1
variability;,3
properties:,4
accessibility.,2
bryophytes.,5
proficient,1
time-saving,1
"Japan,",20
Thailand),1
soils:,2
"Shibecha,",1
"Jiulianshan,",1
Chiang,8
Mai,13
Hiei,1
Kagawa,1
minerals,31
HCO3,5
Anion,2
H.I.,1
(Humidity,1
Index),2
evapotranspiration.',2
'Enrichment,1
dipterocarps,3
(Vatica,1
Dipterocarpus,2
alatus),1
(Afzelia,1
"xylocarpa,",2
"macrocarpus,",1
cochinchinensis),1
logged-over,3
Laos.,1
replications.,2
"Survival,",2
0.05).,2
0.0001).,4
"irregular,",3
accentuating,1
rigid,2
alatus,1
cochichinensis,1
macrocarpus,1
swidden,8
'Palm,2
"Trinidad,",2
Nariva,3
inRoystonea,1
380,6
TheRoystonea,1
55.8%,1
Seventy-four,1
"aged,",1
non-palm,1
all-aged,1
survive.',1
polder),1
polders,1
'Southern,4
landscape:,2
"P),",1
"subsurface,",2
1.6,10
36.0,1
NO3-N,16
(130,1
199,3
(15.0,1
51.8,1
3.8,6
P),10
microorganism,1
(16.2,1
87.0,1
40.0,1
intimately,7
export.,10
Clearcut,2
(ground-based,1
aerial),1
Ground-based,1
redox,20
harvests.,1
Reductions,5
retention/transformation,1
cyanobacteria,18
phytotelmata,1
"frequent,",9
phytotelmata.,1
catalog,1
"phytotelmata,",2
maximized,5
518,2
(248,1
"(154),",1
Lycaenidae,1
"(49),",1
"(29),",1
Pieridae,1
"(26),",1
Papilionidae,1
(12).,1
"Lycaenidae,",1
Comparing,9
'Landscapes,2
"hydroelectric,",1
wind).,1
"irreversible,",1
speleological,1
"heritage,",11
policy-makers,6
carbonate,32
(Bambui,1
"group),",1
"criterion,",2
attribute.,1
journals,8
(Conservation,1
"Biology,",4
Conservation),1
Zoological,6
"Records,",1
"Abstracts,",1
Contents.,1
organisms:,2
Magellanic,4
'Getting,1
(line-transect,1
census),1
standardize,7
(track,1
"trapping),",1
"bait,",1
Techniques,5
censuses.,2
(Didelphis,1
"novemcinctus),",1
"infrastructure,",17
Forest-dwelling,1
extinctions.,8
11-year,2
"Sergipe,",1
"clear-cutting,",2
sparser,1
Circumpolar,3
Programme,14
(CBMP),2
Focal,3
Components,4
(FECs).,1
collating,1
summarising,3
"FECs,",1
FEC,1
programme.,2
emphasise,4
programmes.',5
'Catch-and-release,1
Implicit,1
catch-and-release,3
sub-lethal,6
"premise,",1
"sportfish,",1
available:,1
barbless,1
hooks,2
"lures/flies,",1
refrain,1
generalities,1
catch-and-release.,1
"popularity,",1
geologic,26
uplift,12
Neogene,5
paleoelevation,1
"vary,",1
"floras,",4
lithosphere,1
faulting.,1
Detrital,1
illusion,1
uplift.,3
(Ateles,4
palliata),2
"Oaxaca,",5
rule-set,1
"(GARP),",1
Validation,4
GARP,2
"geoffroyi,",2
Oaxaca.',1
Gorge,3
Shenandoah,3
synthesizing,6
nationally,15
"unfragmented,",1
mixed-mesophytic,1
"salamanders,",2
"mind,",5
blueprint,2
publically,2
lands.',1
'Floods,3
bar,3
(Lat.,3
Long.,3
"installed,",1
"1,229",1
Partial,10
CCA,8
"autocorrelation),",1
unexplained.,2
non-flooded,7
'Bat,3
Southeast.,2
(Order:,3
Chiroptera),1
(making,2
"habitats),",1
pine-hardwood,1
post-restoration.,1
undrained),1
restorative,1
bays.,8
"random,",5
activity.',9
"sounds,",3
noisy,9
communication.,4
tufted-ear,2
penicillata),3
quiet,8
spontaneously,6
phee,3
vocalizations,12
581),1
Belo,6
"Horizonte,",3
Cauaia,1
Matozinhos,1
560).,1
vocalizations.,3
noise.',1
"it,",19
Argentinian,2
pair-wise.,1
(period,4
"competition,",16
ants.,14
Numerically,1
"associated,",3
weak.,5
counter-effects.',1
dust,39
authigenesis,1
diagenesis,4
multi,1
pledged,2
agenda.,2
"met,",2
market-based,5
demand-,1
supply-related,1
suggested.,5
prices.',1
superabundance,1
Hong,14
Kong,7
`worst,1
scenario',1
Existing,10
(Bandicota,1
"indica,",4
"caroli,",1
"musculus,",1
Niviventer,2
"fulvescens,",2
Rattus,4
"norvegicus,",3
"rattus,",2
"tanezumi,",1
sikkimensis:,1
"Muridae),",1
porcupine,4
(Hystrix,1
brachyura:,1
"Hystricidae),",1
(Callosciurus,1
erythraeus:,1
Sciuridae).,1
murids,2
"commensals,",1
"murids,",1
fulvescens,1
"sikkimensis,",1
Kong's,2
pre-deforestation,1
co-dominate,1
"shrubland,",5
tentatively,7
"former.""",1
"(climate,",7
forcings.,4
podzolization,1
flank,4
Moncayo,3
(Iberian,4
Europe),5
catena,2
quartzitic,1
"potassium,",8
silt-sized,2
particles,50
repellency,1
sand-sized,2
horizons:,1
loamy-skeletal,1
"particle-size,",1
(pH-H2O<5.6),1
(<50%).,1
"podzolization,",1
wooded,20
"Massif,",3
mull-moder-mor,1
Umbrisol-Cambisol-Podzol,1
'Daily,3
(6,8
deerCervus,1
elaphus,2
1758,3
sessions,4
"(BPF),",3
"Poland,",9
SE),1
(1.22,1
(1.00,1
0.09,6
sex.,6
Abiotic,8
Consecutive,4
BPF,5
scholarly,5
shocks.,4
theorized,1
capitals,5
Wounaan,2
articulate,5
Known,4
"swiddeners,",1
"artisanship,",1
profiles.,8
'Collaborative,1
amateurs,4
ornithology,4
evidence-based,4
advocating,2
unbiased.,1
ringing,1
"Australasia,",3
patchily,4
countries),4
partnership,8
"professional,",2
volunteers,7
impossible,15
capital.,2
motives,2
training.,2
instructions,1
processed.,1
Providing,4
essential.,9
possible:,1
governed,12
(amateur),1
desirable.',1
publication,17
theJournal,1
Publishers,1
decided,4
terminate,1
journal.,1
Focuses,1
Progress,7
nondomesticated,2
high-return,1
sponges,8
agoutis,2
"settings,",11
triple,2
"threats--predation,",1
"introductions,",8
alteration--routinely,1
"Indeed,",15
argument,11
statement,5
faith,1
reason.,1
Perhaps,3
burgeoning,3
'Cranberry,1
"pinelands,",1
cranberry,12
pinelands,2
flooded.,2
ranches,1
motive,5
speculative,3
"production.""",1
"System,",2
Mha,1
disturbs,2
"ignition,",1
"propagation,",7
Fires,4
year),6
aerosol,38
Fundamental,5
advise,6
generic,35
"integrated,",6
(partially,1
nested),1
subsystems,4
subsystem,5
(exposure).,1
"(sensitivity),",1
(adaptability).,1
context:,1
savannahs.',1
'Twenty-one,1
Megalastrum,2
indented,1
"synonymy,",3
apicale,1
"Prado,",7
costipubens,1
glabrum,1
gompholepis,1
intermedium,1
longiglandulosum,1
mexicanum,1
sparsipilosum,1
Prado.,2
made:,2
galeottii,1
(M.,4
Martens),1
Prado,3
heydei,1
Chr.),1
endemic.',1
'Albacore,1
oceans.,13
613,2
albacore,4
Organisations.,1
Sea.,44
deficient.,4
tuna.,1
(GSPC),1
Target,4
"2020,",7
preferably,6
Halfway,1
GSPC,2
Target.,1
cuts.,1
(1.3%).,1
228,3
feasibly,1
(1.3%),1
banked,2
institutions.,11
"(0.55%,",1
"Target,",1
US$3.9,1
2020.',1
"crossroads,",1
simplifies,4
Reptiles,2
locality),1
Unburnt,1
"""Size",2
surpluses,1
brood,23
brown-headed,3
cowbirds,2
(Molothrus,3
ater),3
`source',2
"Indiana,",4
thrushes,4
(Hylocichla,1
mustelina),1
fragment-scale,1
success;,2
"labor-intensive,",2
"parameters.""",1
Euro-American,1
ubiquitous,20
1800s,4
wilderness).,1
"25%,",4
contrast-weighted,1
2-,2
3-fold.,1
3-fold,2
40-year,7
"trivial,",1
"evident,",12
Barrens,5
1988.,7
Land-cover,1
"mean,",7
patches;,3
intervening,5
"dimension,",3
contagion,2
dissected,3
"AFLP,",1
"cpDNA,",1
nrITS,3
Bradyrhizobial,2
nodules.,4
"nodulation,",3
"N-acquisition,",1
halophyte,2
aerenchyma,3
root-nodular,1
Cicindelidae).,1
disturbance:,2
"beaches,",13
"barrens,",2
cobble,7
bars.,2
vehicle-free,1
reintroducing,2
Cicindela,1
dorsalis,1
dorsalis;,1
hirticollis,1
patruela,2
statewide;,1
ancocisconensis,1
novo,5
"wilderness,",1
suppression,15
Rarity,4
detectability,7
Semi-deciduous,1
(SSF),1
sensu-stricto,1
(CSS),1
stratum.,4
intersect,1
"element,",7
discs,1
cylindrical,3
oven-dried,3
cylinders,1
milled,2
LECO-C632,1
mass.',3
"cells),",1
Vampyrum,1
"spectrum,",4
disturbance-based,3
"Unauthorized,",1
persists,9
amidst,3
reexamines,1
unauthorized,4
fire-setting,2
"informed,",1
management-oriented,2
arbitrary,6
deviant,1
scholarship,4
circumvent,3
'Spatially,3
"satellite,",1
grid-based,2
Bureau,4
"phenomena,",8
"desert,",3
Beta-settlement,1
N-cycle,5
pre-disturbance,6
freshwaters,14
N-limited,6
N-,3
light-limited,2
"deltas,",4
P-,3
N-limitation,3
calcareous,28
"highlighted,",4
"impoundments,",4
N/P,4
coupling,33
stoichiometric,7
unrestrained,3
exhaustion,5
exceedingly,2
shops,3
"(Pernambuco,",1
"presentation,",1
"indications,",1
(Species,1
indications,17
"systems),",5
58.33%,1
Destructive,1
predominates,5
"(58.11%),",1
(86.49%).,1
Primates,3
"still,",1
black-fronted,8
black-pencilled,1
"marmoset,",2
covariates.,3
canopy-dependent,2
on-ground,1
bias.',1
'Deciduous,1
Chernozem,2
earth),1
loess,18
Bandkeramik,1
millennium,12
b.c.,1
"closed,",3
"quantitatively,",3
hints.,1
archaeobotanical,5
'Drimys,1
oils,10
(1900,2
"Itamonte,",1
amazonica,6
"Diamantina,",6
"(phenology,",1
pigments),2
attributes),2
irradiance).,1
"assimilation,",5
transpiration,13
"thicknesses,",1
"succulence,",2
population).,6
"confirmed,",7
morphofunctional,1
use.',14
"paired,",1
small-catchment,1
Osa,14
soil-available,2
Q5:Q95,1
(percentile,1
peaks.,1
Soluble,2
N:P,14
"It,",1
Loss,15
Should,2
occur.',4
conspecific,23
synchronous,14
break,15
"equinox,",1
Java,2
Thailand,8
Bud,1
hemispheres,3
"""spring",1
"flushing"",",1
equinox,1
Spring,11
displacement;,1
reinitiating,1
inhibiting,8
correlations.,2
Complicating,1
ambiguity,4
Sorting,2
"northern,",6
mixed-temperate,1
(Acadian,1
pervasively,1
"(saplings,",1
disturbance-related,1
"alteration,",12
sorting.,4
'Timber,1
(Anadenanthera,1
"colubrina,",1
Astronium,1
"fraxinifolium,",1
"impetiginosus,",1
Colubrina,1
glandulosa),1
Casuarina,7
"equisetifolia,",2
urophylla),1
equisetifolia,1
"urophylla,",1
impetiginosus,2
quotients,3
protein.,5
pedunculate,5
dendroclimatic,2
200-year-old,1
vigour,3
"healthy,",5
"tree-ring,",1
earlywood,4
precipitations.,1
preceding,11
ceased,6
decadelong,1
Peninsula),10
palaeobotanical,5
(macro,1
micro,1
remains),1
dates.,6
"(Gesaleta,",1
"Navarre),",1
bp.,1
ca,6
"bp,",1
starts,6
proceeding,2
"fuels,",8
abatement,8
polluting,3
Araripe,9
"(FLONA),",1
FLONA,1
orbit,1
"65,",1
processing,61
(1st),1
"7,",8
TM/Landsat-5,1
(2nd),1
2018,2
OLI/Landsat-8.,1
(MRL),1
products:,1
"(LST),",1
"(NBR),",1
Normalized,10
Difference,8
Moisture,6
(NDWI),1
Adjusted,2
(SAVI),1
(NDVI).,2
3.4-1.,1
O,5
NDVI,29
72.05%,1
158.33,1
LST,2
MRL,1
MAE,1
0.03,2
"SAVI,",2
NBR,1
NDWI,1
FLONA.,1
theoretical-conceptual,1
highly-sensitive,1
'Automorphic,1
(podzolized,1
"podburs,",1
(Entic,1
Podzols),1
iron-illuvial,2
podzols,5
(Haplic,2
Podzols)),1
loamy,3
(organic,5
cryometamorphic,3
(Gelic,1
Cambisols),1
svetlozems,2
(Spodi-Stagnic,1
Cambisols)),1
forest-tundra,4
Podzolized,1
podburs,2
cenoses,4
podzolized,2
cenoses.,2
cryogenic,4
iron-humus,1
films,5
skeletal,8
illuviation,2
Al-Fe-humus,1
bleached,3
skeletans,1
eluvial-illuvial,2
intraped,2
Iron-illuvial,1
microprofile,1
podzol,3
well-structured,1
horizons,59
profile.,9
inherited,11
owl,7
(Aotus,2
"azarai),",1
unevenly,4
births,3
"mostly,",2
safely,2
defense,28
demographics.',1
'Ocbil,1
"buffered,",1
(Ocbils).',1
'Huemul,1
(Hippocamelus,1
bisulcus,1
Molina),1
flag,3
retraction,2
"huemul,",1
"(scatter,",1
progressive),1
(LANDMAN).,1
scatter,7
"initially,",5
geographically-prescribed,1
"interventions,",5
teleconnection,2
Northeast.',1
'Butterfly,2
plotsincluded,1
unplanted,4
"fallow,",1
replanted,4
"forestplots,",1
uncleared,3
line-planted,1
withTerminalia,1
"ivorensis,",2
methodof,1
twodifferent,1
andbaited,1
Sites,25
andlowest,1
ofbutterflies.,1
ofbutterflies,1
betweenthe,1
andcomposition.,1
(Morisita,2
similarityindex,1
indicatorspecies,1
anduncleared,1
closelyapproximated,1
manually,6
mechanicallycleared,1
"although,",2
plotsare,1
forestspecies,1
mature.',3
"""To",5
Empididae,2
Book,9
"Flanders,",3
Belgium.,2
1887,1
"21,000",3
"Empididae,",1
"Hybotidae,",1
Microphoridae,1
Atelestidae,1
"16,119",1
Belgium),2
4776,1
Wallony,1
Belgium).,2
Flanders.,2
Twenty-seven,4
'extinct,1
"Flanders',",1
(4%),2
'critically,1
"endangered',",1
(5%),2
"'endangered',",1
"'vulnerable',",1
(38%),2
'susceptible',1
"'rare',",1
(25%),4
'safe',1
'at,1
risk',1
(13%),1
'data,1
deficient',1
'nearly,1
threatened'.,1
criticism,5
Books,8
"conservation.""",1
'Euglossini,2
(mainland),1
"Ubatuba,",2
stellfeldi,2
populational,4
Eg.,2
narrowness,1
space-time,1
"(time-limited),",1
directs,2
Insufficient,2
(TEK),1
managerial,6
"Ache,",1
Mbaracayu,2
supervised,9
Accuracy,3
images.,10
resultant,10
classifications.,9
densely,33
'Prairie,2
fen,29
Prairie,2
tallgrass,7
"Michigan,",4
satyr,1
"butterfly,",4
Neonympha,1
mitchellii,2
Nymphalidae).,1
"drivers,",8
"fens,",8
Michigan,12
frame.',1
demographical,2
